dni_hashed,legajo_hashed,tipo_arma,marca_arma,nro_arma,estado_arma,observacion_arma,fecha_asignacion_arma,fecha_devolucion_arma,dependencia,region
2861682ec8c9519e57671364e6022d8f21047f30d7428a1483bf60673037a1f6,71e1df7e88785818da46d6c4ba168023d7b1201db53c05eb50ca01ae234f1824,Escopeta,Glock,ARM-00264,Operativa,Sin observación,2025-08-29,,Departamental Nº 7 Frías,Frías
a63e7bc0aed2e7e0c9595a330a7988e20940574c653a51a229d893b613de96a8,3ab398f30d6f62b5fe3faf9f6a23352ce3da5772f8e49196b21bc50ebc518f68,Escopeta,IWI,ARM-00265,Operativa,Sin observación,2025-08-20,,Departamental Nº 7 Frías,Frías
2c3b0470cd5f65c9072b80955b8d39dbf64659c046308af2e14d1b5f5864d62f,460ce0b188c571e334ac557a7b8fda40783bee4e256b0959005c264474121242,Escopeta,Bersa,ARM-00266,Fuera de servicio,,2024-07-17,,Departamental Nº 15 Ojo de Agua,Ojo de Agua
bdf7308242f623dbdc2b9376c5baa908c243f467d4fc0fea506e2fffab7fbb5d,fe7f9c3fa4937e2dad5dec899bbf446adb38d45e87f02147378e0831275b9da4,Escopeta,IWI,ARM-00267,Fuera de servicio,,2024-05-04,,Departamental Nº 16 Los Flores (Capital),Capital
4a23f7e9589f014fba3c3fb4df1edad720329d495a46d124e662f66e6d3c8bd3,29a50be0b1bb141132585e6f247b385690d728c1392e022b9184a6e40e7153fb,Escopeta,Bersa,ARM-00268,En mantenimiento,Requiere revisión anual,2024-05-14,,Departamental Nº 14 Pinto,Pinto
32be8c801dd6bd1cdb704ede1564ca9f5a3920acca4b05e102c8de70865d5997,bad0bdabb24f029fc0fde3c5e7627018d57cc96c8ac1eec5752de060841ea263,Pistola,IWI,ARM-00269,Operativa,Desgaste en cañón,2024-02-05,,Departamental Nº 2 Zona Centro (Capital),Capital
e79cf5fd456df5cdc02c5066435abdcdb689468fdae339800043f0db42c56771,57aba2f638da56eee1c444b7f5a31e647af98cb3cbb8adffaece810751ac492d,Pistola,Glock,ARM-00270,En mantenimiento,Desgaste en cañón,2025-02-13,2027-04-12,Departamental Nº 11 Monte Quemado,Monte Quemado
a98242665b6fb8743b93ecf5c336daaffa43f9aa3e6a76acd32621ea2a58ca13,1682687e4dbd4627acb462c74e4960da0c18c3ba2f9689e48ac80c7ac42c7a57,Fusil,Glock,ARM-00271,Operativa,,2024-09-04,,Departamental Nº 11 Monte Quemado,Monte Quemado
c8d81766855077b7beb1a0035c68bd4650fef68043649df494d553824d2b49bc,cf63e822f53c1427187b3b73b311876d98aebf7a70590558d76e56a51163693c,Pistola,Remington,ARM-00272,Operativa,Sin observación,2025-01-30,,Departamental Nº 3 Zona Sur (Capital),Capital
a837af022f4778a67f28d72b7e8a0aac94517e6b8a3047d467f5fa7d42af15f5,3f0b457e31a9cf9de14344ac967225d0bd5236944f8ae180665df0b56ef264b2,Pistola,Glock,ARM-00273,Fuera de servicio,Desgaste en cañón,2025-02-20,2027-03-16,Departamental Nº 7 Frías,Frías
b6c80a41844723da20bd704a10e7f119a453382b9407c1eaa07d0b62a49a2a1c,a7b7734d071465ed6ec58c7321ae34a8cb0b2a7eba431a836bd59fcd0b48bc32,Escopeta,Bersa,ARM-00274,En mantenimiento,Requiere revisión anual,2024-02-01,,Departamental Nº 1 Zona Norte (Capital),Capital
93da4a8ce38568840d3405d61a9de7f3290197b620888d7239d4e238c8e14437,a9c5294149de84b1dd0da3ea608649dbb087c0526eba7a03a7357c8c73b8245e,Pistola,IWI,ARM-00275,Operativa,Sin observación,2024-10-10,,Departamental Nº 7 Frías,Frías
a2d2d95f22f60513fe55b13a0ed04ddd757c3308003144e42c80ca7f79be443b,b004069b500703edf291d28f110933bb494a89547df80e4139d986092d0d68f0,Escopeta,Glock,ARM-00276,Operativa,Sin observación,2025-05-17,,Departamental Nº 11 Monte Quemado,Monte Quemado
920a1e0711262000ad524ce35f58868b548aca4f0990c0575e2c52ca7f97df42,b7cd2dab55ceac8613992ced3dc78a2495fc932f35e8ac7342d36fcf7baf19ef,Fusil,Remington,ARM-00277,Operativa,Desgaste en cañón,2023-11-26,,Departamental Nº 13 Añatuya,Añatuya
74fffd76f0ed6b9a7e9946f2cbd7bf641c921e4e0d43f59204c25c7ff5428049,ce08dbf0f3da04baafa6fef53caa2e36d1e478d96294ceb0cb733af36ef6572f,Pistola,Remington,ARM-00278,Operativa,Sin observación,2024-12-14,,Departamental Nº 12 Quimilí,Quimilí
23e57662d647100bb27532cb8e766337f036bf37302066c0665df2b72c74e2b4,cf43d32aa37e6224078160837bfbe523643fea395315e9f795d212b554aa941f,Fusil,Remington,ARM-00279,Operativa,Sin observación,2025-09-01,,Departamental Nº 7 Frías,Frías
96fd363a45b100da7ae21c2774bbb5a023e2a82b4e4b7044307aaa7bc37da060,982eb28a34de686d231a7cde058551ee89d5f0200a5831089e6b3f211053911a,Pistola,Bersa,ARM-00280,Operativa,Sin observación,2024-06-11,,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza
105a60086d7960bcdd634494ce5c2fc0e3b5fbc1299ef57927b503c5c163c479,9b64ef1fb3773a1d55ed98394059b91108b921fea9fd0fd1b7875e54723f343c,Fusil,Bersa,ARM-00281,Operativa,Desgaste en cañón,2024-11-10,,Departamental Nº 6 Las Termas,Las Termas
28b5d08c390499ab477ba52800aea125d7096dd7f9ff80801cae27a74ef859cf,e722524e5d0ac273afa76c6395dd095ab1db5e9da5c094a28de58993328b5c7e,Pistola,Glock,ARM-00282,Operativa,Sin observación,2024-08-04,,Departamental Nº 14 Pinto,Pinto
e879cf4c9dc9731d16e695025d33ce1b5f9f2c17bd29ae13e06920c5160fd67a,2e4c7eb295255589b0de5848833d8dbd80ab6f4f420afeb6e49f51d6fba2269a,Escopeta,Bersa,ARM-00283,En mantenimiento,Requiere revisión anual,2024-11-02,,Departamental Nº 4 Zona Oeste (La Banda),La Banda
4e8fd3b1a68b7eca48090246802fb816bebb6d21f649d2d4b559087678317dc6,d771b6000677808986092638f2bbfd91331d3fe53b2ed521316d2c4e0abd9e70,Pistola,Glock,ARM-00284,Operativa,Sin observación,2025-02-01,,Departamental Nº 3 Zona Sur (Capital),Capital
c4486406a0ccab5946ae2608783598a36e193a53e7f615c42df8b659b25f1d47,8034b631d6ef42d39ba367c5b7070c9097ee4eeefcff87dcf0c71e7443545f09,Pistola,Glock,ARM-00285,En mantenimiento,,2024-12-18,,Departamental Nº 12 Quimilí,Quimilí
d03c917dd35373dfe28c846c2d5f2570c89f366b3127a04fe28d70e029e03f7a,76a9162cb72256afb4d732a0303d541eb206e61b9d5d331b83ac668c02704c5f,Escopeta,Glock,ARM-00286,Operativa,Sin observación,2024-07-11,,Departamental Nº 12 Quimilí,Quimilí
8ce1a7e4aac429bdd843b9dc3a19b6d2520773ca46d1d319aa0ddc11708fcbbd,3d080e406478add6215800c80d2d32925a45f2b9698cb5218930141f12caaa2a,Escopeta,IWI,ARM-00287,Operativa,Sin observación,2024-08-18,,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza
4cb8cd9f32d43c7d6ccbe5787217609243abab5237021b3c15bfd986b2d58398,7ca18beb10eb80abe2cdd7bf5a8fb7dde627a53d91a32b767e5a61d0bb01f93f,Fusil,Remington,ARM-00288,Operativa,Sin observación,2024-06-28,,Departamental Nº 7 Frías,Frías
3d2610d5e46f428ecad41046b7a4b34af18eea1926a2440a0ebbe76073fb4b03,214abb49f0402c36278784fd4010f6e3feca80797329e590e959e1619bdcecfb,Pistola,Remington,ARM-00289,En mantenimiento,Desgaste en cañón,2024-10-07,,Departamental Nº 3 Zona Sur (Capital),Capital
0576fb8596c18d52ea17d38dda57d46c997c7b722ade950d9b7a13b9146ceabc,95e474fbd27ad8217a43a68b7c07f826a74b292c9aa150196cba9f0db1a6a04a,Pistola,IWI,ARM-00290,Operativa,Sin observación,2024-08-10,,Departamental Nº 1 Zona Norte (Capital),Capital
defdf6e18efb55296e8b2d9438ad4b924402e8a258c9c75b90075d284bf6759a,3f0ee976bb9cc6fe173c688e8c2ec0631c81277f06ae3bb74d4b51f9f2b5cee0,Pistola,Glock,ARM-00291,Operativa,Sin observación,2025-07-06,,Departamental Nº 8 Fernández,Fernández
af8fe4d4e968bb61460fff6d327b526f06446399a58d737f16b9c4917c72d015,d18886c60ba47315176697e7ca9cf7fd47caab364f247e0be0810f282697e571,Escopeta,IWI,ARM-00292,En mantenimiento,Desgaste en cañón,2024-07-11,2025-04-16,Departamental Nº 11 Monte Quemado,Monte Quemado
29f45fdf9956eefc348d7a9aeda6db40cf600d1157559996bac0eb64c536da0f,92363659aebadc8c6f29dab1ec0be02f6f623dbbd50e68308412d1cf714fe743,Fusil,Glock,ARM-00293,Operativa,,2024-10-10,,Departamental Nº 7 Frías,Frías
cab9cbd5429c1774d29bc7533d8b6f922b38845bcd729a29dda70e28fe602179,b1a5540117202b983735b2f2cf62a03157d5116762cbdd172e855de1409c9da0,Escopeta,Remington,ARM-00294,Operativa,Sin observación,2025-03-18,,Departamental Nº 12 Quimilí,Quimilí
3662cc2ed79ca9441a216fce4c38c543ebf56634ebaa8a6ba7ea69d656f3444a,88ca1731f9e14c03b3be0cfbe8859c15a638a9c3fcc766fea7077085ec177c6f,Pistola,Remington,ARM-00295,Operativa,Sin observación,2024-11-03,,Departamental Nº 5 Zona Este (La Banda),La Banda
3afe0b6ef514422e71b456e3cdebf6d7914784188fe51f6d409ceed31d9ad7ab,bff59c9fbede803ffc6861e4898d2e62e6eb607182a3dd7af2eee16fdd6b009d,Escopeta,IWI,ARM-00296,Operativa,Requiere revisión anual,2025-03-31,,Departamental Nº 9 Loreto,Loreto
9e0295772668d795988423c79464986e30accd52ae9646e57886e21daba92175,1cc358c18321b53c6839afe95c81b154cf307bb78fe12fe5820e26991b239e67,Pistola,IWI,ARM-00297,Fuera de servicio,Requiere revisión anual,2025-04-29,2025-11-27,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza
3ed33cea0af4d91b1c3e86f9fb825996d99bd1d73b69f1c094a3d4661da607c6,21c0cfdfb38ab616b11d81c3f40bcc773bf97eaee214554cdb04d48213f53848,Pistola,Remington,ARM-00298,Operativa,Requiere revisión anual,2024-06-29,,Departamental Nº 9 Loreto,Loreto
cf7d747f734511d94db401b33d138b46358cbc25a94ff5a3539076f9fd2b35ce,aaa3681ecccc63ed3f4593ce900149e881ed5fb13b01dfeba49b7c1571f0661f,Fusil,IWI,ARM-00299,Operativa,,2024-07-24,,Departamental Nº 2 Zona Centro (Capital),Capital
b45a72f0649708e8dca0c971ce5a4f71da419cca769964b309f22e20be8846fd,3e1cad1b0a67feeb36c1526966179da59871ed4c5196638f56fa9b7ac1412e1e,Fusil,IWI,ARM-00300,En mantenimiento,Desgaste en cañón,2024-12-10,,Departamental Nº 11 Monte Quemado,Monte Quemado
dc31d93f0aa684e3a4d2b44837406208e2c39d3e2c81ea04324f77d9493bfdef,d1283ce792f83dacb9d97c5e4d3611ebed1de6c4d262bbfa68d9b9730e072cbc,Pistola,Glock,ARM-00301,Operativa,,2023-12-30,,Departamental Nº 13 Añatuya,Añatuya
91b3f0c945df1790b2f9517bc03c260a326f960d269ea01a9e562acd626bf798,bb1f9d5bc20e96a8185e136f0abfb9d632e79f8552c34df4a06bde11f7f2b53f,Pistola,IWI,ARM-00302,Operativa,Sin observación,2024-07-03,,Departamental Nº 1 Zona Norte (Capital),Capital
72f28cb89b926ddca2c59cbd9b33136ce96c49395250a80b2e9ab1997bc31e63,27e8346e87a2c16162d70a6620ef1983872f065f7dbdccbc4d7084795be1a728,Escopeta,Remington,ARM-00303,Operativa,Sin observación,2024-08-04,,Departamental Nº 6 Las Termas,Las Termas
0004f0495fe08fb0f9731398e2be7abeb264a90434fcea61a2a5718ce6d36d54,468cdd48d2af24a1abefd3af0384632433b1242d7a000f2bed040ac2eb27171f,Pistola,Remington,ARM-00304,Operativa,Sin observación,2024-11-09,,Departamental Nº 1 Zona Norte (Capital),Capital
21ba9ea84d772e8d94f4e7c794dddd40d3ac76a8efeb87c8763d8adc2313fa6b,b0a901de597882f47d30cdd0473a4ffbf5b76798bf7b248156eaae6313246fe2,Pistola,Glock,ARM-00305,Operativa,,2025-04-28,,Departamental Nº 2 Zona Centro (Capital),Capital
fb374d4c991202f3a8ae131d04632cfce91edbc782dd2c4a14c15f35c2477435,fa4f1d4685785febcde912a3b01c80872efb4f726b54f523ada65c7cf82c7ebd,Escopeta,IWI,ARM-00306,Operativa,Sin observación,2024-07-15,,Departamental Nº 12 Quimilí,Quimilí
472c50c21e14645b459b8d88e5c1b61fc4370305c43bf869ffe8a8b7151717bc,f5b1df597952d80d09c82173c812568c7eb3a6aa755114226581f4a9ee74f32e,Pistola,Bersa,ARM-00307,En mantenimiento,Desgaste en cañón,2024-03-16,,Departamental Nº 8 Fernández,Fernández
d3149bc35b76b9660d3cf237efa748e3d1f38fc8fa2d1565f6ac61f0309e0efb,cb62e77d18f431476839186a6cee7bd51189f7620a17938918f65635331f46ba,Pistola,Bersa,ARM-00308,Operativa,Sin observación,2024-09-13,,Departamental Nº 15 Ojo de Agua,Ojo de Agua
de538d1829afe9db13deb6474b10cab2d55fcbe963187d609aaa7f0d6fb05d40,50d942eebeba29aee834f1d9b818834fa6fecaf734124e0ef99cb9955231fc25,Pistola,Bersa,ARM-00309,En mantenimiento,Desgaste en cañón,2024-09-26,,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza
80c23a6895ccba0ea24819ee5faaabb8dbe723127c559c2893f43acf7f1d8eeb,0d762635437832e25ffea793dc74162a16d749b237f8dc755e5ca56352b3909e,Pistola,Bersa,ARM-00310,Fuera de servicio,,2025-01-19,,Departamental Nº 3 Zona Sur (Capital),Capital
0859863247ba63540e950ef1e17937b58eb879fec31144fd1994bcb75320cda7,7aeb2ae33b5095dd980a8830e96d22de0100e1f4aaf27a125d2602cee747e41c,Escopeta,Bersa,ARM-00311,En mantenimiento,,2024-08-03,,Departamental Nº 4 Zona Oeste (La Banda),La Banda
1c660eecb82049a4975a5ec8075ec16f8d04197c2745d47ac845ba67e23fb7d7,a6c98b32e98ff215efa2bc324bb17d7791d2fd30490c0c5365f94b12071b4054,Pistola,Glock,ARM-00312,En mantenimiento,,2024-12-11,2026-10-23,Departamental Nº 9 Loreto,Loreto
526a5200b9bbd37419217713212d2df6957313938ab2c5992591dbdbade53670,434f991a01be75056dd03d6110693f946fb838cbeea6b5a39df7d2c2ff5589f3,Pistola,Remington,ARM-00313,En mantenimiento,,2025-07-30,,Departamental Nº 4 Zona Oeste (La Banda),La Banda
6e89c60a824eb1ec2703349193337e67ec49bbd685d9c56305a820588fe1452b,82cbea625cb046e9fa3664cc131d5b3cd3ba3394860a56d0656ec6f3a588f881,Escopeta,Bersa,ARM-00314,En mantenimiento,,2025-06-06,,Departamental Nº 12 Quimilí,Quimilí
4f5324a4fb99bedfdb919842eed7687cd876f5ae07c74e71f4bdfc159cc61ad9,e69ed1c5b5437007a1c84fc67d63d65ac092c3ada798334cbee805a26af93ee8,Fusil,Glock,ARM-00315,Operativa,Sin observación,2024-12-23,,Departamental Nº 5 Zona Este (La Banda),La Banda
c8a8fa8bb3a16ea1a727ff3c3f3fe084cb7bf41b163894acd802ea7664ad2955,716c7684378de3b27f1380da631cc6ee4ffbe426ff7ec84d2386452b8f96ecbf,Pistola,IWI,ARM-00316,Operativa,Desgaste en cañón,2024-04-17,,Departamental Nº 16 Los Flores (Capital),Capital
673a730de7f283a4c44fe73a94ce380ea4e7c41ffed6ff00cfa2056287e8764f,177b1ac1c25db4f880da27ec74a0ad6e5a5b67d88053fc898af2c57587f96214,Pistola,Glock,ARM-00317,Operativa,Desgaste en cañón,2024-11-02,,Departamental Nº 14 Pinto,Pinto
53ec9b51b51b515d742b55fb132c4fe2ff77b81c5504b2fa2b8e9a30c93f8b0e,f3e129998407e4a8d5be7efbc0a449f72c0aa0b4e683951c8a15a966dd714ce7,Pistola,Bersa,ARM-00318,Operativa,,2024-09-04,,Departamental Nº 3 Zona Sur (Capital),Capital
cb777032a2495a01b9fb7f38f4b7aa679832850d98c6964d859cb82381c330ad,b7d2b908c6f729b67d67de93fc9787016bc8ea3ed1251f057a3afea9c727a7c0,Escopeta,Glock,ARM-00319,Fuera de servicio,Desgaste en cañón,2023-12-14,2026-01-05,Departamental Nº 13 Añatuya,Añatuya
0eb8fe57656674fc0655e8ddfd1547dde488551dc321e1c54d616459b634e5bb,83eb86118f233f5d34633bb4f74d950db4c69c794f791d88ebd35ead306fa102,Pistola,Remington,ARM-00320,Operativa,Sin observación,2025-02-21,,Departamental Nº 16 Los Flores (Capital),Capital
fec175f181962ac0a1defdeae2f4a0aba81df0e49febc5171739f5fae08692d8,16b42bfcbf57c4d401f0850c1762fbcf6fb1573e56ad944d03aeee87b3894093,Pistola,Bersa,ARM-00321,En mantenimiento,Requiere revisión anual,2025-05-31,,Departamental Nº 13 Añatuya,Añatuya
cd0bb4acfd0cac3e628772baa9df1b8daccba9cd7721b6781d82d219f2103836,ad364b1ef7c1130cc51f92550fc50ebc9acdbe0d4820bfbb1589c00a653cb65f,Pistola,Glock,ARM-00322,Operativa,Sin observación,2024-12-10,,Departamental Nº 16 Los Flores (Capital),Capital
81a53e7e6b7492e3506c9ace515f2de90c37efaeb32f3b7b448d2d36451b3f14,390986768685fd9807827408d20cd98f61d87927335c37234190bceab88292c9,Escopeta,Glock,ARM-00323,Fuera de servicio,,2024-09-20,2026-10-21,Departamental Nº 13 Añatuya,Añatuya
eb755daf034073980443652ebac10d51111aa2bfa27f69cb6968d62d9d61995e,4f23957d141336c47eeb5d6495df1a2c7414222637c66c84467f5e6fab34e515,Pistola,Glock,ARM-00324,En mantenimiento,Requiere revisión anual,2023-11-27,,Departamental Nº 2 Zona Centro (Capital),Capital
163f17c976f0d16798b1f026d7e824324432a096cb8a918e383c7e218cc59d3a,620953df2fb970a04e5af1a8284ed9c81d42b961670d43bdd362e9189430d3d1,Fusil,Remington,ARM-00325,Operativa,Sin observación,2025-05-21,,Departamental Nº 13 Añatuya,Añatuya
dcd9277b709454fc5e6a79b08b885ea002faa9a6fa57f002cff2ed8b9156727d,2c5c5972315d31a65fa300e3c8736659dd315ad001bd813d8306aa0af04d33e8,Pistola,Glock,ARM-00326,En mantenimiento,,2025-04-28,,Departamental Nº 12 Quimilí,Quimilí
e42460574da35038c33a559559028711ae84ad1c1b144ff0374374a208de2b2d,043a770da7c1aabba94a3c8dfaf91d1ef2f211309cbb0e819c1e8570995c1403,Escopeta,IWI,ARM-00327,Operativa,Sin observación,2025-02-20,,Departamental Nº 14 Pinto,Pinto
04213da84d8bb3b87b38475d46f0a5a0c5a39137477318d2ba8d99182799a463,768f6c9acea87528d69745320e44207881a03b625fc0337de68a119d92fd1018,Escopeta,IWI,ARM-00328,En mantenimiento,Desgaste en cañón,2024-07-13,,Departamental Nº 13 Añatuya,Añatuya
b661b4f3a2b348f71a5b694c24d3d1392edea6a70558797e06348480a723c911,02e8cf9f5a25c48054d9d911e35c0dd4b5d678606103293ce9083fa1f9c7a0ee,Escopeta,Glock,ARM-00329,Operativa,Sin observación,2024-10-10,,Departamental Nº 5 Zona Este (La Banda),La Banda
ce678b104feaa86f91a334a025568efb0ee588025a141edc1c56e7f88b1feb13,8b131ca0cfc3952cf6c4f8ad1b7f75fbd8cc39aae37875cdf1df002cb95df463,Escopeta,Remington,ARM-00330,En mantenimiento,,2024-12-15,,Departamental Nº 6 Las Termas,Las Termas
bf175b6dc3fb14f7d4a492e4f4efc59a6a1fcfbd16c3c2b3cc64fc6f9052544a,ee6dafbdcac6b0d1a7556e756dbddef165ed6b55b08be1ab0192b624d4827f41,Pistola,Glock,ARM-00331,Operativa,Sin observación,2024-06-16,,Departamental Nº 5 Zona Este (La Banda),La Banda
27a64720d0640f658786174cc6d13f3407c1f32d4238d52abe558396fd26ec1a,01c8f2b0d090995fb783bddf4e7590278cc5807cf7881a18c6d6510f8cfd40a7,Escopeta,IWI,ARM-00332,Operativa,Sin observación,2024-11-09,,Departamental Nº 13 Añatuya,Añatuya
9e992f206fa8893902cb9b437526c195592ac15fda84413d5e6f44ab9dc3029a,44d8ab667d94264276eca4b6f86b69d65e42e60bfc90611eaf7dd9a7b7ae76f1,Escopeta,Bersa,ARM-00333,Operativa,Requiere revisión anual,2025-03-26,,Departamental Nº 1 Zona Norte (Capital),Capital
19cad9f4931fadeea3e98d0bb9de53434115f1a8668d3b75bca20d58ef8e7b7f,e569a3250c8f70ddd557c225f8728c6ed00f701823df56ae32543fe3fb1979bc,Escopeta,Glock,ARM-00334,En mantenimiento,Desgaste en cañón,2024-09-27,2026-03-22,Departamental Nº 9 Loreto,Loreto
263e72266ed40ab97efc04f490d95cf4defc41dd2905beaa5492922ab625ea9f,50b4352acaa68786e5b6d8074e6ff2da49e87840e5e6229d4de608407cf890fb,Escopeta,Glock,ARM-00335,Operativa,Sin observación,2024-07-10,,Departamental Nº 4 Zona Oeste (La Banda),La Banda
bcd059be90fb43e94f48d9e5774cf163d68eae4a6845cd8a3b47b6d8c9c53632,60c2b36fd0f9f6a118ea136fba54ff93435865a9433245fe3c844714f10d9d36,Pistola,Glock,ARM-00336,Operativa,Desgaste en cañón,2024-10-30,,Departamental Nº 6 Las Termas,Las Termas
1518a96916586fd0ce843bd75ab4db65aaf066d0181a8aa4254ef921b9d94b59,5d43bd15af1b38967d62a8de06e7c014405a64e6fa537f376467dd92a1b8867c,Escopeta,Bersa,ARM-00337,Operativa,Sin observación,2024-09-06,,Departamental Nº 15 Ojo de Agua,Ojo de Agua
ad46bbe60dd288cb671cf15c37b5368867848ce13b8b5cb5cb9d4c4a4a726379,a1e8cd695289cf3ea4d62ba354463934dd8cc88c38a1e4353d0310d5cf107628,Escopeta,Bersa,ARM-00338,En mantenimiento,Requiere revisión anual,2025-02-20,2026-11-20,Departamental Nº 5 Zona Este (La Banda),La Banda
d2ae0731283b84cef4835a23b34ab888eaaea1df0e0d933bb2710b45ec807428,441c2581b2778d156535eb7360489d646b3f107703cfff05766c47375fb351e7,Pistola,Glock,ARM-00339,Operativa,Sin observación,2025-06-08,,Departamental Nº 14 Pinto,Pinto
613d15812ddb4e8eed9d452daf960f147983a3663294abae2e040909747278a1,06e72f58ec6dfd42cbeb8919b0e3f1ca623a3ae640e1e434b64d51ab035b96e9,Pistola,Remington,ARM-00340,Operativa,Sin observación,2024-07-01,,Departamental Nº 11 Monte Quemado,Monte Quemado
1a63665ec836cc2a92c8de943a6f4defccc590a6f5cfc96aa8563c0a18ee326f,64f0ca701e672a368e9c9d0c9dc17f7389cbc24071a27e0da4b175566f2e8215,Escopeta,IWI,ARM-00341,Operativa,Sin observación,2025-04-02,,Departamental Nº 13 Añatuya,Añatuya
186d8e316b684a095dbde85f16b451d825e294ab7336befdb7593047c22d882a,61603f18d7b9858cac4306b3e8b1ff4f06d46240a3a5c7bb51679dcc9d83f19e,Pistola,Remington,ARM-00342,Operativa,Sin observación,2024-11-17,,Departamental Nº 11 Monte Quemado,Monte Quemado
e1ed44fe480b1c11af8901307b680eeb59927ca24fd79cc49c9409b549cad94c,4a96160800d215999146fb8b7d3df761cdd926942e776d257c51421f1403bce1,Escopeta,Glock,ARM-00343,Operativa,Sin observación,2024-07-31,,Departamental Nº 9 Loreto,Loreto
a353d02d4fc6b1cc09a33f90b4536d5af36177458adb84e0e52d0d76c12bc5e8,f16c8cf0212682864bd57d359d4b9140cc1b60ad7a3e782774744968067890cf,Pistola,IWI,ARM-00344,Operativa,,2025-04-01,,Departamental Nº 2 Zona Centro (Capital),Capital
89393a7b1a497fa1066b5f27eda9790dc7ec624198d266b3edfa02069a7fcc8a,7d198ed10c8db323321fa3915ccaa6377b3741b045d6d510c716b36033a0c58b,Pistola,Remington,ARM-00345,Operativa,Desgaste en cañón,2024-11-19,,Departamental Nº 15 Ojo de Agua,Ojo de Agua
5440bf16ec816444b6770a28d95ee17152415c3c5a5aa0c1e58f3b5c5544c7e7,e5d8c415fef188ce58d5bf735104516bb73ab4c355cfec5509b6377a90994cad,Pistola,Glock,ARM-00346,Operativa,Sin observación,2025-02-22,,Departamental Nº 1 Zona Norte (Capital),Capital
a7788c79f3f17ca81d63be763c5ea85d0beb6fd2e2e18e153d4485bdcd01e07a,ff22be1063a836ac4d5c704634091c81988256aefd18f9623c23985e14c0e719,Fusil,IWI,ARM-00347,Fuera de servicio,,2024-05-23,,Departamental Nº 5 Zona Este (La Banda),La Banda
c1485938cef4d6c7df6da5b6f19b2b1ee8fd835860bee667dd900af8af7bc178,4a66bad1078ed11b59e9a97beeedc5ab9da8991bc98e8ee2cb227d2af2632077,Pistola,IWI,ARM-00348,Operativa,,2025-01-04,,Departamental Nº 2 Zona Centro (Capital),Capital
987cece46bae01b015efe42193bf3a51ff5ff0979ffe3eb19cda3b7708e812b3,ba1da226b53ab6c36eeed5dc0398f79a9e3c382dfbd82f654b51a6047d3e9f7a,Pistola,Remington,ARM-00349,En mantenimiento,Desgaste en cañón,2025-03-25,2025-12-22,Departamental Nº 7 Frías,Frías
12f1dd70f7a40b0f5475ee5f883c606f7a12eb260ad02291681e4ec43b41f66d,4cf8a1f6657e2f92fb4175a21d735cfe66f0248ea16d4d6b843059c43d5a6ba8,Escopeta,Bersa,ARM-00350,Operativa,Sin observación,2025-02-24,,Departamental Nº 3 Zona Sur (Capital),Capital
7ca6d7571662cf3eb7612f4f9a650ea07617a6b7002b49de70d81b6736ade775,dbb913614c25ab0cf2f773b093bdeda91f730e7522770e805ecda42d431153df,Pistola,Glock,ARM-00351,Operativa,,2024-02-22,,Departamental Nº 9 Loreto,Loreto
11ca983aebc2231e2134a6da3d31855de0af79264654556caf72c80b25dbcedc,cbcabd7541efceb924eda30cf0ecf93b01f8d58530e069252f7fb7aad6f1f5ba,Escopeta,Bersa,ARM-00352,Operativa,Sin observación,2024-11-26,,Departamental Nº 2 Zona Centro (Capital),Capital
d5a28df2ee416a1a59d53502e77130e0a7827f46f94dd6174d93b4c00fc8efa1,e6933ad2e001140d4c55766b19648bdcda9bcd2a6688d87068145878053398ab,Pistola,Bersa,ARM-00353,Operativa,Desgaste en cañón,2025-02-11,,Departamental Nº 11 Monte Quemado,Monte Quemado
e1aaaea4c01dd6c60f0170a8504ca59144ab0cc58f4fdebe171cf6d880daeabe,c1c394339785d16dcfa44de004491f57086672493685f234ab94bb4c5a9cc99e,Escopeta,IWI,ARM-00354,Fuera de servicio,Desgaste en cañón,2025-02-04,2025-06-30,Departamental Nº 5 Zona Este (La Banda),La Banda
922366d62707dd44c25a844e7ab47d2965ff732ebae8ff789b3b44249c3a309f,21aa4f9c017318d36998eb12b0059815ab2a9165225ace7fce4205ffae90b022,Pistola,IWI,ARM-00355,Operativa,Requiere revisión anual,2024-06-20,,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza
74e82404b0025848bf102d87a86182c22ab62b6d42ecfadd279805b90070643e,ac5adc6ab94d38bb36d86390fab27ce7c8223d150aa3d88999c51bc67116548b,Pistola,Glock,ARM-00356,Fuera de servicio,,2024-03-31,2024-12-20,Departamental Nº 3 Zona Sur (Capital),Capital
d25760c14c44f4de9e2397e4341efe1b874fb533ee50d267bfb662f39ec3ffa9,6b3b2dd798d730c608c3b31f7074621f7eb7643b6dbe8f1d56b4549f6f49be23,Pistola,Glock,ARM-00357,Operativa,,2024-11-25,,Departamental Nº 13 Añatuya,Añatuya
17f465e6fbb48a68f41614d70d4ef56b8d147f63d371898557d3c672eab7991b,f93ff06f57ca9ed6d12ac0a0efd1a1984cae507e13ee18e6c949720f13277a6d,Escopeta,Bersa,ARM-00358,En mantenimiento,,2024-10-29,2025-12-19,Departamental Nº 3 Zona Sur (Capital),Capital
